SYMBOL	ENTREZID	GENENAME	469Siglec9minus	469Siglec9plus	474Siglec9minus	474Siglec9plus	475Siglec9minus	475Siglec9plus	477Siglec9minus	477Siglec9plus	483Siglec9minus	483Siglec9plus	485Siglec9minus	485Siglec9plus
GRB2	2885	growth factor receptor bound protein 2	1635	1764	969	2145	2094	42	1345	2354	2000	2469	1403	1034
GRB7	2886	growth factor receptor bound protein 7	0	1	0	0	0	0	0	0	0	0	0	0
GREB1	9687	growth regulation by estrogen in breast cancer 1	0	0	0	0	1	0	0	91	1	1	1	1
GREB1L	80000	growth regulation by estrogen in breast cancer 1 like	0	0	0	0	1	0	1	0	2	4	1	7
GREM1	26585	gremlin 1, DAN family BMP antagonist	0	0	0	0	0	0	0	0	0	0	0	0
GREM2	64388	gremlin 2, DAN family BMP antagonist	0	89	19	0	0	0	0	200	0	0	0	0
GRHL1	29841	grainyhead like transcription factor 1	2	104	1	2	0	123	0	0	19	4	0	1
GRHL2	79977	grainyhead like transcription factor 2	0	0	0	0	0	0	0	0	242	0	0	0
GRHL3	57822	grainyhead like transcription factor 3	0	11	42	0	0	0	0	0	0	0	0	538
GRHPR	9380	glyoxylate and hydroxypyruvate reductase	752	464	2	115	172	241	0	871	397	296	13	2
GRIA1	2890	glutamate ionotropic receptor AMPA type subunit 1	0	54	0	0	0	0	0	0	0	0	1	2
GRIA2	2891	glutamate ionotropic receptor AMPA type subunit 2	0	0	0	0	0	0	0	0	0	0	0	0
GRIA3	2892	glutamate ionotropic receptor AMPA type subunit 3	0	0	0	1	0	0	0	0	0	0	0	0
GRIA4	2893	glutamate ionotropic receptor AMPA type subunit 4	0	0	0	0	0	0	0	0	0	0	0	0
GRID1	2894	glutamate ionotropic receptor delta type subunit 1	0	0	0	0	0	0	0	0	0	0	0	0
GRID1-AS1	100507470	GRID1 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
GRID2	2895	glutamate ionotropic receptor delta type subunit 2	0	0	0	0	0	0	0	0	0	1	0	0
GRID2IP	392862	Grid2 interacting protein	0	0	0	0	0	2	25	0	1	0	0	0
GRIFIN	402635	galectin-related inter-fiber protein	0	0	0	0	0	0	0	0	0	0	0	0
GRIK1	2897	glutamate ionotropic receptor kainate type subunit 1	0	0	0	0	1	1	0	0	0	1	0	2
GRIK1-AS1	642976	GRIK1 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
GRIK1-AS2	100379661	GRIK1 antisense RNA 2	0	0	45	9	0	0	0	243	0	0	0	0
GRIK2	2898	glutamate ionotropic receptor kainate type subunit 2	0	0	0	1	2	0	1	0	2	3	2	2
GRIK3	2899	glutamate ionotropic receptor kainate type subunit 3	0	0	0	0	0	0	2	0	1	0	0	0
GRIK4	2900	glutamate ionotropic receptor kainate type subunit 4	1	0	1	0	0	1	4	1	2	2	5	5
GRIK5	2901	glutamate ionotropic receptor kainate type subunit 5	0	0	269	0	0	0	0	0	0	0	0	0
GRIN1	2902	glutamate ionotropic receptor NMDA type subunit 1	0	0	1	0	0	0	0	0	0	0	0	3
GRIN2A	2903	glutamate ionotropic receptor NMDA type subunit 2A	0	0	0	0	0	0	0	0	0	0	0	0
GRIN2B	2904	glutamate ionotropic receptor NMDA type subunit 2B	0	0	0	0	0	0	0	0	0	0	0	0
GRIN2C	2905	glutamate ionotropic receptor NMDA type subunit 2C	0	0	0	0	0	0	0	0	1	0	0	0
GRIN2D	2906	glutamate ionotropic receptor NMDA type subunit 2D	0	0	0	0	0	0	0	0	0	0	0	0
GRIN3A	116443	glutamate ionotropic receptor NMDA type subunit 3A	0	0	0	0	0	0	0	0	0	0	0	1
GRIN3B	116444	glutamate ionotropic receptor NMDA type subunit 3B	0	0	0	0	0	0	0	0	0	1	0	0
GRINA	2907	glutamate ionotropic receptor NMDA type subunit associated protein 1	0	9	0	499	369	0	172	6	161	0	0	240
GRIP1	23426	glutamate receptor interacting protein 1	0	0	0	0	0	1	0	0	0	0	0	0
GRIP2	80852	glutamate receptor interacting protein 2	0	0	0	0	0	0	0	0	0	0	0	0
GRIPAP1	56850	GRIP1 associated protein 1	1034	1151	1070	904	1358	396	1907	1271	406	1813	1017	514
GRK1	6011	G protein-coupled receptor kinase 1	0	0	0	0	0	0	71	0	0	0	0	0
GRK4	2868	G protein-coupled receptor kinase 4	0	0	0	148	0	0	0	0	0	0	0	855
GRK5	2869	G protein-coupled receptor kinase 5	618	947	824	159	720	17	165	880	1369	707	218	3
GRK6	2870	G protein-coupled receptor kinase 6	1880	1593	668	1286	1082	369	7	352	1409	925	189	2
GRK7	131890	G protein-coupled receptor kinase 7	0	0	0	0	0	0	0	0	0	0	0	0
GRM1	2911	glutamate metabotropic receptor 1	0	1	0	0	191	0	1	0	0	0	2	0
GRM2	2912	glutamate metabotropic receptor 2	0	0	0	0	0	0	0	0	0	0	0	0
GRM3	2913	glutamate metabotropic receptor 3	0	139	0	0	0	0	0	0	0	0	0	0
GRM4	2914	glutamate metabotropic receptor 4	0	0	0	0	0	0	0	0	0	0	8	0
GRM5	2915	glutamate metabotropic receptor 5	0	0	0	0	0	0	0	0	0	0	0	0
GRM5-AS1	100873989	GRM5 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
GRM6	2916	glutamate metabotropic receptor 6	0	0	0	0	0	0	0	0	0	0	1	618
GRM7	2917	glutamate metabotropic receptor 7	0	0	1	0	0	0	0	0	0	0	0	0
GRM7-AS1	100873937	GRM7 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
GRM7-AS2	105376946	GRM7 antisense RNA 2	0	0	0	0	0	0	0	0	0	0	0	0
GRM7-AS3	101927347	GRM7 antisense RNA 3	6	0	0	0	0	0	0	0	0	0	0	0
GRM8	2918	glutamate metabotropic receptor 8	0	0	0	0	0	0	0	0	0	0	0	0
GRN	2896	granulin precursor	577	391	624	1433	143	599	0	890	986	949	172	755
GRP	2922	gastrin releasing peptide	0	0	0	0	0	0	0	0	0	0	0	0
GRPEL1	80273	GrpE like 1, mitochondrial	1199	708	1437	1639	1839	756	633	1254	1418	4	34	69
GRPEL2	134266	GrpE like 2, mitochondrial	64	595	387	747	182	184	1599	340	495	1420	1161	1
GRPR	2925	gastrin releasing peptide receptor	0	0	0	0	0	0	0	0	0	0	0	0
GRSF1	2926	G-rich RNA sequence binding factor 1	700	1513	1258	1113	556	835	1568	1041	2976	431	3	689
GRTP1	79774	growth hormone regulated TBC protein 1	0	0	0	0	0	0	0	0	0	0	0	0
GRTP1-AS1	100874068	GRTP1 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
GRWD1	83743	glutamate rich WD repeat containing 1	172	59	348	12	0	0	309	556	3	0	207	0
GRXCR1	389207	glutaredoxin and cysteine rich domain containing 1	0	0	0	0	0	0	0	0	0	0	0	0
GRXCR2	643226	glutaredoxin and cysteine rich domain containing 2	0	0	0	0	0	0	0	0	0	0	0	0
GS1-124K5.11	493754	RAB guanine nucleotide exchange factor 1 pseudogene	461	401	671	82	428	319	1565	503	546	1680	645	1
GS1-24F4.2	100652791	uncharacterized LOC100652791	0	0	0	0	0	0	0	0	0	1	0	1
GS1-279B7.1	100288079	microtubule associated protein 1 light chain 3 beta pseudogene	0	0	0	0	0	0	0	0	0	0	0	1
GS1-594A7.3	104798195	uncharacterized LOC104798195	0	0	0	0	0	0	0	0	0	0	0	0
GS1-600G8.3	100093698	unknown transcript	0	0	0	0	0	0	0	0	0	2	0	0
GSAP	54103	gamma-secretase activating protein	26	128	300	3	346	0	29	26	509	445	0	191
GSC	145258	goosecoid homeobox	0	0	0	0	0	0	0	0	0	1	0	0
GSC2	2928	goosecoid homeobox 2	0	0	0	0	0	0	0	0	0	0	0	0
GSDMA	284110	gasdermin A	0	1	0	1	0	0	0	0	0	0	0	0
GSDMB	55876	gasdermin B	1488	352	42	0	216	0	5	372	405	0	713	102
GSDMC	56169	gasdermin C	0	0	0	0	0	0	0	0	0	0	0	0
GSDMD	79792	gasdermin D	1370	1211	473	215	1576	191	788	1389	771	291	591	29
GSE1	23199	Gse1 coiled-coil protein	2541	1509	756	644	3931	1298	1751	1606	1753	2336	489	308
GSG1	83445	germ cell associated 1	0	0	0	0	0	0	0	0	0	0	0	0
GSG1L	146395	GSG1 like	0	69	0	65	0	0	0	0	0	0	0	0
GSG1L2	644070	GSG1 like 2	0	0	0	0	0	0	0	0	0	0	0	0
GSK3A	2931	glycogen synthase kinase 3 alpha	939	1073	563	1441	1309	176	406	1375	2253	857	355	1200
GSK3B	2932	glycogen synthase kinase 3 beta	1299	2354	1477	2121	2390	1646	1320	3247	3353	2068	224	3
GSKIP	51527	GSK3B interacting protein	575	325	288	1124	875	109	573	1277	981	3	729	1
GSN	2934	gelsolin	2	0	210	0	1	517	293	149	1	1	0	2
GSN-AS1	57000	GSN antisense RNA 1	0	0	2	0	0	0	0	0	0	0	0	0
GSPT1	2935	G1 to S phase transition 1	5052	5625	6886	10606	10210	3231	10340	10564	13242	9909	4808	4802
GSPT2	23708	G1 to S phase transition 2	278	395	1	203	0	284	0	8	10	67	1	0
GSR	2936	glutathione-disulfide reductase	1863	1110	493	865	911	850	768	876	311	331	232	1355
GSS	2937	glutathione synthetase	941	353	363	429	215	117	805	234	1	206	523	617
GSTA1	2938	glutathione S-transferase alpha 1	0	0	0	71	0	0	0	0	0	0	0	0
GSTA2	2939	glutathione S-transferase alpha 2	0	0	0	0	0	0	0	0	0	0	0	0
GSTA3	2940	glutathione S-transferase alpha 3	0	0	0	0	0	0	0	0	0	0	0	0
GSTA4	2941	glutathione S-transferase alpha 4	0	0	0	0	20	0	0	0	0	0	0	0
GSTA5	221357	glutathione S-transferase alpha 5	0	0	0	0	0	0	0	0	0	0	0	0
GSTA7P	730152	glutathione S-transferase alpha 7, pseudogene	0	0	0	0	1	0	2	1	1	0	0	0
GSTCD	79807	glutathione S-transferase C-terminal domain containing	309	235	254	0	38	0	0	365	0	1	0	0
GSTK1	373156	glutathione S-transferase kappa 1	1581	1770	837	851	1156	0	357	342	801	36	10	1
GSTM1	2944	glutathione S-transferase mu 1	0	0	0	0	2	638	0	1	863	0	0	0
GSTM2	2946	glutathione S-transferase mu 2	0	26	0	0	0	0	0	0	15	0	0	0
GSTM2P1	442245	glutathione S-transferase mu 2 pseudogene 1	0	0	0	0	0	0	0	0	0	0	0	0
GSTM3	2947	glutathione S-transferase mu 3	1	0	439	331	0	0	204	144	76	1	0	0
GSTM4	2948	glutathione S-transferase mu 4	10	31	214	450	229	1	592	312	1431	67	647	0
GSTM5	2949	glutathione S-transferase mu 5	0	0	0	0	0	0	0	0	0	0	0	0
GSTO1	9446	glutathione S-transferase omega 1	371	1034	308	110	71	262	268	145	529	776	0	58
GSTO2	119391	glutathione S-transferase omega 2	0	0	0	0	0	0	0	0	0	0	0	0
GSTP1	2950	glutathione S-transferase pi 1	932	1640	915	1937	1916	1841	595	1223	1178	1684	1251	50
GSTT1	2952	glutathione S-transferase theta 1	0	0	0	0	0	0	0	0	0	0	0	0
GSTT2	2953	glutathione S-transferase theta 2 (gene/pseudogene)	0	0	0	0	0	0	0	0	0	0	0	0
GSTT2B	653689	glutathione S-transferase theta 2B (gene/pseudogene)	0	0	0	0	0	0	0	0	0	0	0	0
GSTTP1	25774	glutathione S-transferase theta pseudogene 1	0	0	0	0	0	0	0	0	0	0	0	0
GSTTP2	653399	glutathione S-transferase theta pseudogene 2	2	0	0	2	1	3	2	0	1	2	7	5
GSTZ1	2954	glutathione S-transferase zeta 1	7	1	0	0	0	0	0	0	0	0	0	0
GSX1	219409	GS homeobox 1	0	1	0	0	3	0	0	0	0	6	5	3
GSX2	170825	GS homeobox 2	0	0	0	0	0	0	0	0	0	0	0	0
GTDC1	79712	glycosyltransferase like domain containing 1	1332	1969	1072	2083	1625	272	846	1528	945	1727	498	1
GTF2A1	2957	general transcription factor IIA subunit 1	3852	3045	2177	1636	2029	1404	2504	2006	1819	2007	3	756
GTF2A1L	11036	general transcription factor IIA subunit 1 like	0	0	0	0	0	0	0	0	0	0	0	0
GTF2A2	2958	general transcription factor IIA subunit 2	1343	384	271	611	723	65	538	1651	1443	1330	2	0
GTF2B	2959	general transcription factor IIB	2377	2102	1388	2668	2010	1672	2835	4034	1143	1355	0	20
GTF2E1	2960	general transcription factor IIE subunit 1	339	601	112	323	1101	315	303	1224	1127	1	336	1
GTF2E2	2961	general transcription factor IIE subunit 2	1345	1914	101	584	1009	826	600	2818	1307	677	388	0
GTF2F1	2962	general transcription factor IIF subunit 1	1289	1185	959	1430	1625	677	3167	1710	738	1998	1595	645
GTF2F2	2963	general transcription factor IIF subunit 2	345	210	504	347	1997	188	845	637	53	1	1	1
GTF2H1	2965	general transcription factor IIH subunit 1	493	304	682	938	547	333	1207	204	368	386	0	0
GTF2H2	2966	general transcription factor IIH subunit 2	0	0	0	0	0	0	0	0	0	0	0	0
GTF2H2B	653238	general transcription factor IIH subunit 2B (pseudogene)	0	0	0	0	0	0	0	0	0	0	0	0
GTF2H2C	728340	GTF2H2 family member C	0	0	0	0	0	0	0	0	0	0	0	0
GTF2H2C_2	730394	GTF2H2 family member C, copy 2	0	0	0	0	0	0	0	0	0	0	0	0
GTF2H3	2967	general transcription factor IIH subunit 3	311	382	0	228	180	0	276	105	0	0	1	0
GTF2H4	2968	general transcription factor IIH subunit 4	0	0	524	0	724	0	1	75	652	898	0	0
GTF2H5	404672	general transcription factor IIH subunit 5	197	148	123	3	509	25	0	205	439	1	0	1
GTF2I	2969	general transcription factor IIi	788	1132	568	1009	286	918	571	2355	859	1228	16	324
GTF2IP1	2970	general transcription factor IIi pseudogene 1	1	1	0	0	0	0	0	0	0	0	0	0
GTF2IP20	441124	general transcription factor IIi pseudogene 20	316	20	2	0	9	0	0	174	0	0	0	0
GTF2IP4	100093631	general transcription factor IIi pseudogene 4	0	0	0	0	0	0	0	0	0	0	0	0
GTF2IRD1	9569	GTF2I repeat domain containing 1	0	0	0	0	0	0	0	0	0	0	0	0
GTF2IRD1P1	729156	GTF2I repeat domain containing 1 pseudogene 1	0	0	0	0	0	0	0	0	0	0	0	0
GTF2IRD2	84163	GTF2I repeat domain containing 2	1	0	0	0	0	0	0	71	0	0	706	0
GTF2IRD2B	389524	GTF2I repeat domain containing 2B	0	125	0	0	107	0	0	0	0	0	9	0
GTF3A	2971	general transcription factor IIIA	3386	1741	1654	2249	1217	1528	882	2253	2532	1439	977	1283
GTF3C1	2975	general transcription factor IIIC subunit 1	2081	2609	3294	2942	2922	1082	895	1655	2805	1569	340	1070
GTF3C2	2976	general transcription factor IIIC subunit 2	465	359	192	512	264	0	4	570	450	829	5	2
GTF3C2-AS1	100505624	GTF3C2 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
GTF3C3	9330	general transcription factor IIIC subunit 3	2071	221	298	747	836	307	408	937	13	636	326	177
GTF3C4	9329	general transcription factor IIIC subunit 4	242	679	558	1246	1032	358	1127	683	309	11	445	1
GTF3C5	9328	general transcription factor IIIC subunit 5	438	407	492	541	415	435	468	250	4	458	0	15
GTF3C6	112495	general transcription factor IIIC subunit 6	1271	1110	1546	2070	1898	322	2504	2460	686	955	1144	356
GTPBP1	9567	GTP binding protein 1	4828	5312	5316	5147	7921	3932	5076	3683	7400	4338	4566	3437
GTPBP10	85865	GTP binding protein 10	404	501	101	214	298	911	0	289	1	0	0	0
GTPBP2	54676	GTP binding protein 2	191	456	19	537	1	2	120	35	1	456	630	0
GTPBP3	84705	GTP binding protein 3, mitochondrial	200	103	593	2	241	0	65	400	2	0	292	14
GTPBP4	23560	GTP binding protein 4	1161	507	2533	2395	2186	775	2908	2334	1990	918	2	117
GTPBP6	8225	GTP binding protein 6 (putative)	127	428	671	165	74	0	136	311	465	1081	3	0
GTPBP8	29083	GTP binding protein 8 (putative)	267	188	241	362	403	424	363	145	1075	206	559	0
GTSCR1	220158	Gilles de la Tourette syndrome chromosome region, candidate 1	0	0	0	0	0	0	0	1	0	0	0	0
GTSE1	51512	G2 and S-phase expressed 1	0	55	0	115	0	0	70	464	0	360	0	0
GTSE1-AS1	150384	GTSE1 antisense RNA 1 (head to head)	0	0	0	0	92	0	0	0	0	0	0	0
GTSF1	121355	gametocyte specific factor 1	307	192	276	226	0	102	0	0	314	1	1	0
GTSF1L	149699	gametocyte specific factor 1 like	0	133	0	0	0	0	0	0	0	0	0	0
GUCA1A	2978	guanylate cyclase activator 1A	0	0	0	0	0	171	0	0	0	0	0	0
GUCA1B	2979	guanylate cyclase activator 1B	0	0	0	0	55	0	0	10	0	0	341	0
GUCA1C	9626	guanylate cyclase activator 1C	0	0	0	0	0	0	0	0	0	0	0	0
GUCA2A	2980	guanylate cyclase activator 2A	0	0	0	0	0	0	0	0	0	0	0	0
GUCA2B	2981	guanylate cyclase activator 2B	0	0	0	0	0	0	0	0	0	0	0	0
GUCD1	83606	guanylyl cyclase domain containing 1	516	1100	1122	202	1724	941	1351	536	942	685	49	415
GUCY1A2	2977	guanylate cyclase 1 soluble subunit alpha 2	35	0	0	1	0	0	0	0	0	0	0	0
GUCY1A3	2982	guanylate cyclase 1 soluble subunit alpha	0	0	0	0	0	14	0	0	0	0	1	0
GUCY1B2	2974	guanylate cyclase 1 soluble subunit beta 2 (pseudogene)	0	0	0	18	0	0	0	0	0	0	0	0
GUCY1B3	2983	guanylate cyclase 1 soluble subunit beta	0	0	0	0	296	0	0	0	0	0	0	0
GUCY2C	2984	guanylate cyclase 2C	0	0	0	0	0	1	1	0	2	0	1	0
GUCY2D	3000	guanylate cyclase 2D, retinal	0	2	0	0	0	0	17	0	0	1	1	1
GUCY2EP	390226	guanylate cyclase 2E, pseudogene	0	0	0	1	0	0	0	0	2	0	0	0
GUCY2F	2986	guanylate cyclase 2F, retinal	0	0	0	0	0	0	0	0	0	0	0	0
GUCY2GP	390003	guanylate cyclase 2G, pseudogene	0	0	0	0	0	0	0	0	0	0	0	0
GUF1	60558	GUF1 homolog, GTPase	1650	378	579	421	117	456	427	229	0	712	22	0
GUK1	2987	guanylate kinase 1	3136	2376	2607	2291	2458	1470	1366	1458	2522	1723	157	539
GULP1	51454	GULP, engulfment adaptor PTB domain containing 1	0	0	0	183	2	0	0	0	3	1	3	1
GUSB	2990	glucuronidase beta	1145	518	1142	567	762	489	1671	663	546	399	546	1023
GUSBP1	728411	glucuronidase, beta pseudogene 1	1175	135	35	169	391	2	0	2	1	1	0	1
GUSBP10	642006	glucuronidase, beta pseudogene 10	0	0	0	0	0	0	0	0	0	0	0	0
GUSBP11	91316	glucuronidase, beta pseudogene 11	1507	547	93	668	771	6	56	153	672	691	1385	623
GUSBP2	387036	glucuronidase, beta pseudogene 2	0	0	0	0	0	1	0	0	0	0	0	0
GUSBP3	653188	glucuronidase, beta pseudogene 3	0	0	0	0	0	0	0	0	0	0	0	0
GUSBP4	375513	glucuronidase, beta pseudogene 4	1	0	12	0	190	0	0	0	0	0	0	0
GUSBP5	441046	glucuronidase, beta pseudogene 5	0	0	0	20	0	0	290	0	0	0	648	0
GUSBP9	100049076	glucuronidase, beta pseudogene 9	0	1	0	0	0	0	0	0	0	0	0	0
GVINP1	387751	GTPase, very large interferon inducible pseudogene 1	3504	3104	1839	856	1135	1058	2323	2529	3626	644	1131	1000
GXYLT1	283464	glucoside xylosyltransferase 1	446	1563	2233	945	1617	616	1292	1765	1930	1101	1468	1237
GXYLT1P3	100132541	glucoside xylosyltransferase 1 pseudogene 3	0	0	0	0	0	0	0	0	0	0	0	0
GXYLT2	727936	glucoside xylosyltransferase 2	0	0	0	0	0	0	0	0	0	0	0	0
GYG1	2992	glycogenin 1	2058	1561	1933	2037	1076	1681	1921	2479	1459	377	2101	1288
GYG2	8908	glycogenin 2	0	0	0	0	0	90	0	0	0	0	0	0
GYG2P1	352887	glycogenin 2 pseudogene 1	0	0	0	0	0	0	0	0	0	0	0	0
GYPA	2993	glycophorin A (MNS blood group)	0	0	0	0	0	0	0	0	0	0	0	0
GYPB	2994	glycophorin B (MNS blood group)	0	0	0	0	0	0	0	0	0	0	0	0
GYPC	2995	glycophorin C (Gerbich blood group)	3094	2840	3356	3318	2208	985	2085	4049	2037	1985	1516	1132
GYPE	2996	glycophorin E (MNS blood group)	0	0	48	0	408	0	0	0	0	0	0	0
GYS1	2997	glycogen synthase 1	267	453	925	553	75	627	143	182	475	0	173	871
GYS2	2998	glycogen synthase 2	0	0	0	0	0	5	0	0	0	0	0	0
GZF1	64412	GDNF inducible zinc finger protein 1	1048	535	658	1418	906	142	1238	1785	1197	1255	2207	1
GZMA	3001	granzyme A	24980	17668	6815	11192	8697	7891	5221	12820	7592	7564	3380	1564
GZMB	3002	granzyme B	5602	6366	5407	6397	5980	4414	3754	6365	10979	8217	3141	3081
GZMH	2999	granzyme H	2260	3611	1011	1652	2020	2466	2293	2165	3337	1899	564	1448
GZMK	3003	granzyme K	16381	13519	8154	9347	6353	4458	3886	8606	8200	5502	3353	792
GZMM	3004	granzyme M	1915	777	386	507	1709	624	80	1126	0	590	1	2
H19	283120	H19, imprinted maternally expressed transcript (non-protein coding)	0	0	0	0	0	0	0	0	0	0	0	0
H1F0	3005	H1 histone family member 0	0	0	0	13	191	191	0	0	169	0	0	41
H1FNT	341567	H1 histone family member N, testis specific	0	0	0	0	0	0	0	0	1	0	0	0
H1FOO	132243	H1 histone family member O oocyte specific	0	0	0	0	0	0	0	0	0	0	0	0
H1FX	8971	H1 histone family member X	76	934	557	1	0	592	39	0	119	1	0	1
H1FX-AS1	339942	H1FX antisense RNA 1	1	0	196	0	0	0	0	0	0	0	0	0
H2AFB1	474382	H2A histone family member B1	0	0	0	0	0	0	0	0	0	0	0	0
H2AFB2	474381	H2A histone family member B2	0	0	0	0	0	0	0	0	0	0	0	0
H2AFB3	83740	H2A histone family member B3	0	0	0	0	0	0	0	0	0	0	0	0
H2AFJ	55766	H2A histone family member J	287	410	228	3	743	410	212	20	7	1	0	1
H2AFV	94239	H2A histone family member V	3686	5263	3879	6222	6271	2375	3980	6047	3694	2635	1166	1711
H2AFX	3014	H2A histone family member X	463	1325	1740	843	2120	973	694	1402	18	1132	2	1
H2AFY	9555	H2A histone family member Y	1434	915	1654	2774	2696	970	554	2190	1361	1058	9	356
H2AFY2	55506	H2A histone family member Y2	0	0	0	0	0	1	2	129	1	0	0	2
H2AFZ	3015	H2A histone family member Z	6632	5245	9399	8048	9331	5899	4213	16746	10322	7074	5945	4769
H2BFM	286436	H2B histone family member M	0	0	0	13	0	0	0	0	0	0	0	0
H2BFWT	158983	H2B histone family member W, testis specific	0	0	0	0	0	0	0	0	0	0	0	0
H2BFXP	767811	H2B histone family member X, pseudogene	0	0	0	0	0	0	0	0	0	0	0	0
H3F3A	3020	H3 histone family member 3A	0	0	0	0	0	0	0	0	0	0	0	0
H3F3AP4	440926	H3 histone, family 3A, pseudogene 4	59	41	282	315	18	0	140	81	58	0	0	0
H3F3B	3021	H3 histone family member 3B	38178	33367	31785	36999	49048	17849	28484	67258	31806	24418	12022	6487
H3F3C	440093	H3 histone family member 3C	16	12	10	279	16	5	22	23	13	1	3	0
H6PD	9563	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	1445	1946	1049	1259	2180	521	1085	1283	576	2708	564	1
HAAO	23498	3-hydroxyanthranilate 3,4-dioxygenase	0	0	0	0	0	0	0	0	0	0	1	0
HABP2	3026	hyaluronan binding protein 2	0	0	0	0	0	0	0	0	0	0	0	0
HABP4	22927	hyaluronan binding protein 4	1963	1838	1304	1835	2769	566	2178	2563	1780	1774	1193	109
HACD1	9200	3-hydroxyacyl-CoA dehydratase 1	0	0	0	0	0	0	0	17	0	0	0	0
HACD2	201562	3-hydroxyacyl-CoA dehydratase 2	936	453	211	47	2530	735	13	588	412	0	2	23
HACD3	51495	3-hydroxyacyl-CoA dehydratase 3	960	553	558	1330	355	372	1008	1250	1235	3061	490	967
HACD4	401494	3-hydroxyacyl-CoA dehydratase 4	1121	237	735	176	398	441	377	257	305	1	16	33
HACE1	57531	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	1	770	705	13	74	45	602	849	867	0	486	658
HACL1	26061	2-hydroxyacyl-CoA lyase 1	323	595	593	294	31	7	71	169	1115	1	0	0
HADH	3033	hydroxyacyl-CoA dehydrogenase	1	13	71	0	82	0	279	136	1	0	0	0
HADHA	3030	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	2114	2983	1574	4572	3481	1418	2909	3972	6456	2324	876	1287
HADHB	3032	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	1535	676	1296	1979	3528	893	621	1402	1402	1586	1550	155
HAGH	3029	hydroxyacylglutathione hydrolase	369	494	109	75	313	644	269	91	2	492	1	0
HAGHL	84264	hydroxyacylglutathione hydrolase like	254	338	1	0	1	0	0	0	0	0	0	1
HAGLR	401022	HOXD antisense growth-associated long non-coding RNA	0	0	0	0	0	0	0	0	0	0	0	0
HAGLROS	102800310	HAGLR opposite strand (non-protein coding)	0	0	0	0	1	0	0	0	0	0	0	1
HAL	3034	histidine ammonia-lyase	1	0	48	0	0	165	35	0	0	0	0	0
HAMP	57817	hepcidin antimicrobial peptide	0	0	0	0	0	0	0	0	0	0	0	0
HAND1	9421	heart and neural crest derivatives expressed 1	0	0	0	0	0	0	0	0	0	0	0	0
HAND2	9464	heart and neural crest derivatives expressed 2	0	0	0	0	0	0	0	0	0	0	0	0
HAND2-AS1	79804	HAND2 antisense RNA 1 (head to head)	0	0	0	0	0	0	0	0	0	0	0	0
HAO1	54363	hydroxyacid oxidase 1	0	0	0	0	0	0	0	0	0	0	0	0
HAO2	51179	hydroxyacid oxidase 2	0	0	0	0	0	0	0	0	0	0	0	0
HAO2-IT1	100874270	HAO2 intronic transcript 1	0	0	0	0	0	0	0	0	0	0	0	0
HAP1	9001	huntingtin associated protein 1	0	0	0	0	0	0	0	0	0	1	0	0
HAPLN1	1404	hyaluronan and proteoglycan link protein 1	0	0	0	0	0	0	0	0	0	0	0	315
HAPLN2	60484	hyaluronan and proteoglycan link protein 2	0	0	0	0	0	0	0	0	1	0	0	0
HAPLN3	145864	hyaluronan and proteoglycan link protein 3	488	219	336	49	102	135	0	63	719	1	1	2
HAPLN4	404037	hyaluronan and proteoglycan link protein 4	0	1	0	0	0	0	1	0	0	0	1	0
HAR1A	768096	highly accelerated region 1A (non-protein coding)	0	0	0	1	0	0	0	0	0	0	0	0
HAR1B	768097	highly accelerated region 1B (non-protein coding)	0	0	0	0	0	0	0	0	0	0	0	0
HARBI1	283254	harbinger transposase derived 1	0	0	0	0	0	0	0	0	0	0	0	0
HARS	3035	histidyl-tRNA synthetase	1006	1624	620	691	1063	1293	274	1450	1081	316	1696	809
HARS2	23438	histidyl-tRNA synthetase 2, mitochondrial	98	158	183	255	474	74	113	268	2	0	433	0
HAS1	3036	hyaluronan synthase 1	0	0	0	0	0	0	0	0	7	0	0	0
HAS2	3037	hyaluronan synthase 2	0	0	0	0	0	0	0	0	0	0	0	0
HAS2-AS1	594842	HAS2 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
HAS3	3038	hyaluronan synthase 3	0	3	0	0	0	0	0	0	0	102	0	0
HAT1	8520	histone acetyltransferase 1	522	960	642	1269	1455	1210	776	1948	971	535	7	799
HAUS1	115106	HAUS augmin like complex subunit 1	19	0	0	78	0	0	166	0	1	0	5	0
HAUS2	55142	HAUS augmin like complex subunit 2	109	218	297	26	213	0	0	621	628	0	1	1
HAUS3	79441	HAUS augmin like complex subunit 3	3781	2904	2210	4062	1723	1427	3371	2170	1056	3577	165	1152
HAUS4	54930	HAUS augmin like complex subunit 4	274	9	0	0	0	0	0	283	197	253	0	0
